run_id,type,final_t,final_nS,final_nR,max_nS,max_nR,total_steps,eradicated,resistance,mean_k2,total_kl_cost
181,uncontrolled,6.11997,0,0,52,4,126,1,0,1.5,0.0
182,uncontrolled,39.99999,0,43020,50,43021,93725,0,1,1.5,0.0
183,uncontrolled,39.99544,0,1755,50,1755,4154,0,1,1.5,0.0
184,uncontrolled,3.93457,0,0,50,1,165,1,0,1.5,0.0
185,uncontrolled,39.99997,0,23341,54,23341,51902,0,1,1.5,0.0
186,uncontrolled,40.0,0,63314,50,63314,139363,0,1,1.5,0.0
187,uncontrolled,10.95624,0,0,50,1,105,1,0,1.5,0.0
188,uncontrolled,39.98978,0,1295,52,1297,3166,0,1,1.5,0.0
189,uncontrolled,39.99703,0,1318,52,1318,3285,0,1,1.5,0.0
190,uncontrolled,39.99973,0,5867,50,5868,13564,0,1,1.5,0.0
191,uncontrolled,4.01033,0,0,50,1,169,1,0,1.5,0.0
192,uncontrolled,39.99926,0,1582,52,1582,3735,0,1,1.5,0.0
193,uncontrolled,39.99997,0,19370,50,19370,43327,0,1,1.5,0.0
194,uncontrolled,7.09539,0,0,51,1,169,1,0,1.5,0.0
195,uncontrolled,5.38899,0,0,53,1,175,1,0,1.5,0.0
196,uncontrolled,4.77235,0,0,50,1,175,1,0,1.5,0.0
197,uncontrolled,39.99995,0,19282,54,19282,42478,0,1,1.5,0.0
198,uncontrolled,4.87232,0,0,52,1,157,1,0,1.5,0.0
199,uncontrolled,39.99999,0,148955,50,148955,328382,0,1,1.5,0.0
